"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"as","Asia","asarm","Armenia","arm",57989
"as","Asia","askaz","Kazakhstan","kaz",183877
"as","Asia","astur","Turkey","tur",817128.9999999999
"eu","Europe","eultu","Lithuania","ltu",1702095
"eu","Europe","eupol","Poland","pol",1421456.0000000002
"eu","Europe","eurus","Russia","rus",6054496
"eu","Europe","euukr","Ukraine","ukr",264836
