"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"as","Asia","askaz","Kazakhstan","kaz",46869
"as","Asia","astkm","Turkmenistan","tkm",1620
"as","Asia","astur","Turkey","tur",177
"eu","Europe","eucze","Czechia","cze",17
"eu","Europe","eumda","Moldova","mda",6576.000000000001
"eu","Europe","eurus","Russia","rus",3417481
"eu","Europe","euukr","Ukraine","ukr",11015
