"Continent ID","Continent","Country ID","Country","ISO 3","Trade Value"
"as","Asia","asirn","Iran","irn",3335780
"as","Asia","astur","Turkey","tur",5309469
"eu","Europe","eublr","Belarus","blr",38880
"eu","Europe","euprt","Portugal","prt",438051.99999999994
"eu","Europe","eurus","Russia","rus",169294
